,State_FIPS_Code,County_FIPS_Code,Diabetes,CHSI_County_Name_x,CHSI_State_Name_x,CHSI_State_Abbr_x,Strata_ID_Number_x,Strata_Determining_Factors,Number_Counties,Population_Size,Min_Population_Size,Max_Population_Size,Population_Density,Min_Population_Density,Max_Population_Density,Poverty,Min_Poverty,Max_Poverty,Age_19_Under,Min_Age_19_Under,Max_Age_19_Under,Age_19_64,Min_Age_19_64,Max_Age_19_65,Age_65_84,Min_Age_65_84,Max_Age_65_85,Age_85_and_Over,Min_Age_85_and_Over,Max_Age_85_and_Over,White,Min_White,Max_White,Black,Min_Black,Max_Black,Native_American,Min_Native_American,Max_Native_American,Asian,Min_Asian,Max_Asian,Hispanic,Min_Hispanic,Max_Hispanic,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt_Ind,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt_Ind,Shig_Exp,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span
1721,37,47,11.5,Columbus,North Carolina,NC,8,"frontier status, population size, poverty",54,54746,54746,94031,58,47,164,20.3,16.5,22.1,26.3,22.2,30.9,59.1,57.5,64.2,12.7,8.5,14.1,1.8,1.1,2.1,64.9,41.6,96.6,31.1,1.1,51.9,3.2,0.2,3.2,0.2,0.4,2.1,2.8,0.7,20.8,11345.0,1570.0,1883.0,3142,3601,0,85.0,1,55.0,1,27.0,0,0,0,0,0,0,1999-2003
1722,37,49,9.0,Craven,North Carolina,NC,23,"frontier status, population size, poverty, age",37,90795,56580,94249,128,25,238,13.7,11.4,16.6,27.5,25.0,29.3,57.7,58.0,63.1,13.3,8.4,12.6,1.4,0.9,2.0,72.3,65.5,95.7,24.6,1.1,32.8,0.5,0.2,3.9,1.3,0.4,1.7,3.5,1.6,33.4,10324.0,2024.0,2296.0,5121,6007,0,128.0,1,78.0,0,37.0,0,0,0,0,0,0,1999-2003
1723,37,51,7.2,Cumberland,North Carolina,NC,5,"frontier status, population size, poverty",25,304520,296772,505505,467,124,2519,16.6,12.8,21.5,31.2,22.7,31.2,60.1,56.7,63.5,8.0,8.5,15.5,0.8,1.2,2.7,56.2,49.7,92.5,36.7,1.9,46.6,1.7,0.2,1.5,2.4,0.9,3.8,6.0,2.3,54.7,26729.0,7339.0,4713.0,16409,20707,1,225.0,1,155.0,1,119.0,0,0,0,0,0,0,2001-2003
1724,37,53,7.3,Currituck,North Carolina,NC,39,"frontier status, population size, poverty, age",51,23112,8613,28411,88,10,86,9.5,9.2,13.1,24.2,22.9,30.7,64.6,57.9,65.0,10.0,8.0,13.4,1.2,0.9,2.4,91.1,75.1,98.4,7.0,0.2,23.3,0.4,0.2,1.1,0.7,0.1,1.1,1.9,0.8,14.5,3519.0,344.0,555.0,1364,1560,0,27.0,1,25.0,0,11.0,0,0,0,0,0,0,1994-2003
1725,37,55,6.2,Dare,North Carolina,NC,25,"frontier status, population size, poverty, age",21,33903,33417,45858,88,68,146,7.9,6.3,9.7,22.1,23.1,26.1,64.1,61.0,64.1,12.6,9.5,12.6,1.2,1.2,2.2,95.5,90.3,98.1,3.0,1.0,7.9,0.3,0.1,0.4,0.5,0.4,1.3,3.1,0.9,4.0,2772.0,1037.0,927.0,2053,2206,0,55.0,1,19.0,1,3.0,0,0,0,0,0,0,1999-2003
1726,37,57,10.0,Davidson,North Carolina,NC,11,"frontier status, population size, poverty, age",44,154623,119015,235272,280,176,492,12.7,6.1,10.9,24.9,22.2,26.0,62.1,61.5,66.9,11.5,8.1,12.0,1.5,1.2,2.2,88.5,82.9,96.0,9.3,1.0,13.3,0.5,0.1,0.7,1.0,0.9,5.1,5.2,1.0,9.3,29570.0,4767.0,3558.0,9027,10035,0,59.0,0,54.0,0,18.0,0,0,0,0,0,0,2001-2003
1727,37,59,6.5,Davie,North Carolina,NC,25,"frontier status, population size, poverty, age",21,39136,33417,45858,148,68,146,9.0,6.3,9.7,24.1,23.1,26.1,61.5,61.0,64.1,12.6,9.5,12.6,1.7,1.2,2.2,91.6,90.3,98.1,6.8,1.0,7.9,0.3,0.1,0.4,0.6,0.4,1.3,5.2,0.9,4.0,5924.0,812.0,858.0,2309,2559,0,21.5,0,21.0,0,4.0,0,0,0,0,0,0,1999-2003
1728,37,61,8.4,Duplin,North Carolina,NC,52,"frontier status, population size, poverty, age, population density",40,51985,25732,47941,64,46,68,17.6,16.2,26.3,27.1,22.0,29.1,59.8,58.1,63.2,11.5,9.2,13.2,1.5,1.1,1.8,71.5,32.9,98.6,27.5,0.6,66.3,0.4,0.1,2.1,0.4,0.1,0.8,18.9,0.6,13.8,11707.0,1454.0,1889.0,2951,3367,1,49.0,1,47.0,0,22.0,0,0,0,0,0,0,1999-2003
1729,37,63,4.3,Durham,North Carolina,NC,14,"frontier status, population size, poverty, age",40,242582,113041,246124,836,80,698,14.2,10.6,13.4,26.0,22.4,26.3,64.5,60.0,65.8,8.2,8.4,12.9,1.4,1.2,2.2,56.2,77.0,95.9,38.0,0.7,20.2,0.4,0.2,1.4,4.1,0.6,4.2,10.8,1.2,11.5,26583.0,5627.0,4889.0,13977,16509,0,86.0,1,91.0,1,28.0,0,0,0,0,0,0,2001-2003
1730,37,65,12.6,Edgecombe,North Carolina,NC,8,"frontier status, population size, poverty",54,54129,54746,94031,107,47,164,19.9,16.5,22.1,27.5,22.2,30.9,60.4,57.5,64.2,10.7,8.5,14.1,1.4,1.1,2.1,41.6,41.6,96.6,57.5,1.1,51.9,0.3,0.2,3.2,0.3,0.4,2.1,3.7,0.7,20.8,12078.0,2118.0,1698.0,3063,3573,0,28.0,0,55.0,0,28.0,0,0,0,0,0,0,1999-2003
1731,37,67,7.1,Forsyth,North Carolina,NC,4,"frontier status, population size, poverty",25,325967,280446,499060,796,250,993,13.2,10.1,13.3,26.1,21.4,28.5,61.4,57.9,63.0,11.0,8.1,15.3,1.5,0.9,2.8,71.3,71.3,95.8,25.9,1.7,25.9,0.4,0.2,1.5,1.4,0.7,4.6,9.3,1.7,33.3,38753.0,7957.0,8106.0,18757,21510,0,156.0,1,132.0,1,57.0,0,0,0,1,0,0,2001-2003
1732,37,69,8.5,Franklin,North Carolina,NC,32,"frontier status, population size, poverty, age",37,54429,29918,51327,111,25,310,12.8,12.7,17.8,25.4,20.8,25.4,64.0,60.9,67.2,9.4,8.1,13.9,1.2,1.2,2.0,70.7,71.9,98.0,27.9,0.9,24.1,0.5,0.1,5.4,0.4,0.3,2.1,6.6,0.6,6.7,9597.0,1215.0,1348.0,3162,3635,0,40.0,1,34.0,1,10.0,0,0,0,0,0,0,1999-2003
1733,37,71,12.2,Gaston,North Carolina,NC,15,"frontier status, population size, poverty, age",23,196137,107972,231578,551,138,551,14.2,10.2,13.5,25.5,25.2,28.9,61.9,59.4,63.0,11.2,8.0,12.2,1.4,0.8,2.2,83.1,69.2,93.6,14.7,3.2,26.9,0.3,0.2,0.9,1.1,0.8,3.4,4.8,1.4,21.1,37958.0,6040.0,7275.0,11375,12749,1,128.0,1,127.0,1,64.0,0,0,0,0,0,0,2001-2003
1734,37,73,14.1,Gates,North Carolina,NC,43,"frontier status, population size, poverty, age",57,11224,7102,22197,33,8,41,13.7,11.5,16.5,25.5,23.3,26.8,60.9,55.7,61.1,11.9,12.2,17.2,1.7,1.8,3.3,62.3,74.8,98.2,36.3,0.2,23.2,0.5,0.1,6.7,0.6,0.1,0.8,0.8,0.7,20.0,2153.0,201.0,361.0,653,755,0,11.0,0,14.0,0,6.0,0,0,0,0,0,0,1994-2003
1735,37,75,7.5,Graham,North Carolina,NC,71,"frontier status, population size, poverty, age, population density",33,8085,7147,20507,28,19,28,16.9,16.2,21.1,22.7,20.0,25.2,59.0,56.6,63.8,16.1,12.1,18.3,2.2,1.6,2.7,91.6,57.6,99.0,0.5,0.2,41.9,7.2,0.1,0.8,0.4,0.1,0.7,0.9,0.5,17.8,1821.0,283.0,282.0,485,520,0,6.0,0,12.0,0,4.0,0,0,0,0,0,0,1994-2003
1736,37,77,6.8,Granville,North Carolina,NC,28,"frontier status, population size, poverty, age",39,53674,29009,53844,101,30,229,13.6,9.4,13.4,24.7,21.8,26.1,64.4,61.0,66.2,9.6,8.8,13.5,1.2,1.2,2.1,63.8,78.1,97.6,34.2,0.6,20.5,0.7,0.1,0.9,0.6,0.3,2.2,5.7,0.8,6.3,9738.0,1422.0,1358.0,3147,3620,0,30.0,0,30.0,1,5.0,0,0,0,0,0,0,1999-2003
1737,37,79,14.0,Greene,North Carolina,NC,41,"frontier status, population size, poverty, age",47,20026,6602,24509,75,20,1362,17.4,12.5,17.5,25.0,21.8,25.9,63.4,56.1,64.1,10.0,10.0,16.0,1.6,1.2,3.3,59.0,59.0,98.4,40.2,0.6,40.2,0.4,0.1,0.5,0.1,0.1,1.8,10.8,0.7,6.5,4606.0,555.0,494.0,1168,1351,1,26.0,1,35.0,1,17.0,0,0,0,0,0,0,1994-2003
1738,37,81,8.2,Guilford,North Carolina,NC,4,"frontier status, population size, poverty",25,443519,280446,499060,683,250,993,14.3,10.1,13.3,25.9,21.4,28.5,62.2,57.9,63.0,10.4,8.1,15.3,1.5,0.9,2.8,64.3,71.3,95.8,30.9,1.7,25.9,0.5,0.2,1.5,3.2,0.7,4.6,5.2,1.7,33.3,49492.0,12327.0,14771.0,25642,29885,0,158.0,0,181.0,1,77.0,0,0,0,0,0,0,2001-2003
1739,37,83,9.3,Halifax,North Carolina,NC,8,"frontier status, population size, poverty",54,56023,54746,94031,77,47,164,22.1,16.5,22.1,26.4,22.2,30.9,58.3,57.5,64.2,13.2,8.5,14.1,2.1,1.1,2.1,41.6,41.6,96.6,53.9,1.1,51.9,3.5,0.2,3.2,0.6,0.4,2.1,1.1,0.7,20.8,12805.0,1762.0,2270.0,3214,3696,0,25.0,0,57.0,0,28.0,0,0,0,0,0,0,1999-2003
1740,37,85,7.3,Harnett,North Carolina,NC,23,"frontier status, population size, poverty, age",37,103692,56580,94249,174,25,238,15.2,11.4,16.6,27.8,25.0,29.3,62.6,58.0,63.1,8.5,8.4,12.6,1.1,0.9,2.0,74.3,65.5,95.7,22.4,1.1,32.8,0.9,0.2,3.9,1.0,0.4,1.7,8.0,1.6,33.4,16393.0,2364.0,3086.0,5839,7028,0,47.0,0,80.0,0,38.0,0,0,0,0,0,0,1999-2003
1741,37,87,8.6,Haywood,North Carolina,NC,21,"frontier status, population size, poverty, age",44,56482,53309,92614,102,40,201,13.3,9.8,13.5,21.2,20.6,24.8,58.9,57.7,62.9,17.5,12.6,17.5,2.5,1.7,3.2,97.1,82.8,97.9,1.4,0.4,14.9,0.6,0.1,1.3,0.4,0.3,1.1,1.7,0.8,8.5,9195.0,1195.0,2005.0,3455,3657,0,28.0,0,35.0,0,8.0,0,0,0,0,0,0,1999-2003
1742,37,89,6.1,Henderson,North Carolina,NC,21,"frontier status, population size, poverty, age",44,97217,53309,92614,260,40,201,11.4,9.8,13.5,21.9,20.6,24.8,56.5,57.7,62.9,18.5,12.6,17.5,3.0,1.7,3.2,95.2,82.8,97.9,3.1,0.4,14.9,0.3,0.1,1.3,0.7,0.3,1.1,7.9,0.8,8.5,11760.0,1874.0,3264.0,5887,6261,0,44.0,0,59.0,1,14.0,0,0,0,0,0,0,1999-2003
1743,37,91,18.7,Hertford,North Carolina,NC,76,"frontier status, population size, poverty, age, population density",38,23574,9226,23786,67,24,42,19.5,16.7,23.3,25.3,24.8,29.5,60.0,56.1,60.6,12.9,11.1,14.3,1.8,1.6,2.6,35.5,48.3,91.8,62.3,4.4,50.9,1.3,0.0,2.0,0.6,0.2,0.7,1.8,0.9,12.1,5338.0,565.0,839.0,1379,1636,0,13.0,0,41.0,0,18.0,0,0,0,0,0,0,1994-2003
1744,37,93,8.9,Hoke,North Carolina,NC,33,"frontier status, population size, poverty, age",41,41016,27640,49369,105,20,98,16.4,11.5,16.3,31.3,24.0,31.3,61.4,57.8,63.1,6.6,8.3,12.5,0.7,0.9,2.0,50.6,65.1,97.6,36.3,0.3,33.6,10.1,0.2,6.0,1.2,0.3,2.0,9.6,1.0,27.6,6490.0,1041.0,1274.0,2200,2699,0,53.0,1,30.0,1,12.0,0,0,0,0,0,0,1999-2003
1745,37,97,6.4,Iredell,North Carolina,NC,11,"frontier status, population size, poverty, age",44,140924,119015,235272,245,176,492,10.2,6.1,10.9,26.0,22.2,26.0,61.6,61.5,66.9,11.0,8.1,12.0,1.4,1.2,2.2,84.7,82.9,96.0,12.8,1.0,13.3,0.3,0.1,0.7,1.5,0.9,5.1,4.8,1.0,9.3,20445.0,3574.0,3086.0,8112,9140,0,49.0,1,47.0,0,16.0,0,0,0,0,0,0,2001-2003
1746,37,99,6.7,Jackson,North Carolina,NC,32,"frontier status, population size, poverty, age",37,35368,29918,51327,72,25,310,15.0,12.7,17.8,22.8,20.8,25.4,63.3,60.9,67.2,12.2,8.1,13.9,1.6,1.2,2.0,85.6,71.9,98.0,2.3,0.9,24.1,10.5,0.1,5.4,0.6,0.3,2.1,2.0,0.6,6.7,4659.0,782.0,1097.0,2140,2785,0,13.0,0,23.0,0,7.0,0,0,0,1,0,0,1999-2003
1747,37,101,7.9,Johnston,North Carolina,NC,14,"frontier status, population size, poverty, age",40,146437,113041,246124,185,80,698,12.6,10.6,13.4,27.4,22.4,26.3,63.4,60.0,65.8,8.2,8.4,12.9,1.1,1.2,2.2,82.1,77.0,95.9,16.2,0.7,20.2,0.5,0.2,1.4,0.6,0.6,4.2,10.0,1.2,11.5,23073.0,3073.0,3264.0,8271,9444,0,57.0,1,52.0,0,16.0,0,0,0,0,0,0,2001-2003
1748,37,103,6.0,Jones,North Carolina,NC,67,"frontier status, population size, poverty, age, population density",31,10311,8756,21398,22,20,28,16.0,17.4,27.9,24.2,23.6,30.0,59.4,57.9,62.5,14.4,9.2,13.0,1.9,1.3,2.1,64.8,37.4,80.1,34.1,18.4,61.5,0.4,0.1,1.0,0.3,0.2,0.9,3.5,0.8,10.0,1990.0,243.0,344.0,609,682,0,26.0,1,16.0,0,6.0,0,0,0,0,0,0,1994-2003
1749,37,105,8.0,Lee,North Carolina,NC,29,"frontier status, population size, poverty, age",37,55704,28447,55936,217,40,141,13.2,9.5,12.9,27.7,23.7,32.3,58.8,58.8,64.1,11.9,7.3,12.0,1.6,0.8,2.1,78.0,80.7,98.5,20.2,0.4,17.3,0.6,0.1,1.1,0.8,0.2,2.2,14.1,0.8,19.2,8608.0,1428.0,1566.0,3140,3568,0,39.0,1,36.0,1,13.0,0,0,0,0,0,0,1999-2003
1750,37,107,8.7,Lenoir,North Carolina,NC,8,"frontier status, population size, poverty",54,57961,54746,94031,145,47,164,17.1,16.5,22.1,26.1,22.2,30.9,58.5,57.5,64.2,13.7,8.5,14.1,1.8,1.1,2.1,57.8,41.6,96.6,41.2,1.1,51.9,0.2,0.2,3.2,0.5,0.4,2.1,4.2,0.7,20.8,10875.0,1680.0,1636.0,3337,3771,0,36.0,0,59.0,0,30.0,0,0,0,0,0,0,1999-2003
1751,37,109,6.0,Lincoln,North Carolina,NC,17,"frontier status, population size, poverty, age",32,69851,61758,99844,234,49,486,10.7,5.7,10.3,25.5,22.4,26.5,62.7,61.5,64.9,10.5,8.6,12.3,1.3,1.2,2.1,92.3,87.3,97.5,6.3,0.5,9.7,0.3,0.2,0.9,0.4,0.6,4.4,8.1,1.0,8.1,13352.0,2040.0,1819.0,4048,4553,0,26.0,0,49.0,1,13.0,0,0,0,1,0,0,1999-2003
1752,37,111,14.9,McDowell,North Carolina,NC,30,"frontier status, population size, poverty, age",57,43201,28666,49149,98,34,112,12.6,9.9,13.2,23.4,20.6,24.6,61.7,58.5,62.8,13.0,12.6,17.0,1.9,1.7,3.0,94.2,89.7,98.6,4.0,0.3,8.0,0.3,0.1,1.9,1.0,0.3,1.1,4.2,0.7,5.5,9051.0,1522.0,1279.0,2570,2802,0,32.0,1,26.0,1,4.0,0,0,0,0,0,0,1999-2003
1753,37,113,6.9,Macon,North Carolina,NC,49,"frontier status, population size, poverty, age, population density",35,32148,28892,46496,62,31,61,13.1,12.7,16.3,20.7,20.8,25.5,56.5,56.5,61.1,19.6,12.2,18.7,3.2,1.9,3.1,96.9,70.9,97.4,1.6,0.3,27.6,0.4,0.2,1.6,0.6,0.2,1.0,2.3,0.8,12.5,5312.0,699.0,1099.0,1980,2114,0,5.0,0,20.0,0,6.0,0,0,0,0,0,0,1999-2003
1754,37,115,4.5,Madison,North Carolina,NC,64,"frontier status, population size, poverty, age, population density",41,20256,9340,25391,45,35,46,15.2,12.0,15.7,22.9,19.6,24.3,60.5,58.6,61.6,14.3,12.9,17.7,2.3,1.6,2.9,98.0,87.8,98.8,1.0,0.4,10.8,0.3,0.1,0.9,0.4,0.1,0.5,1.6,0.6,7.8,4269.0,501.0,654.0,1217,1387,1,192.0,1,29.0,1,8.0,0,0,0,0,0,0,1994-2003
1755,37,117,10.6,Martin,North Carolina,NC,36,"frontier status, population size, poverty, age",23,24643,26383,48687,53,24,60,18.5,15.8,23.3,25.5,25.0,26.8,58.4,57.7,60.2,14.2,11.6,14.9,2.0,1.6,2.4,54.3,58.3,93.9,44.8,0.4,40.6,0.4,0.2,20.2,0.4,0.2,0.7,2.3,1.1,17.6,4895.0,733.0,1155.0,1431,1605,0,16.0,0,23.0,0,15.0,0,0,0,0,0,0,1999-2003
1756,37,119,5.3,Mecklenburg,North Carolina,NC,3,"frontier status, population size, poverty",39,796372,550521,928032,1513,432,8966,12.0,11.2,19.6,27.5,22.4,32.0,64.1,58.4,66.3,7.4,7.4,12.4,1.0,1.0,2.3,64.8,45.6,87.6,29.8,3.4,51.3,0.4,0.2,3.6,3.9,1.5,9.0,8.9,2.2,43.6,71302.0,21014.0,20414.0,44972,51783,0,458.0,1,309.0,1,309.0,0,0,0,1,0,0,2001-2003
1757,37,121,18.3,Mitchell,North Carolina,NC,60,"frontier status, population size, poverty, age, population density",48,15784,10534,24055,71,30,71,14.1,9.4,12.9,21.1,20.7,25.5,59.8,57.3,62.3,16.9,11.8,16.9,2.2,1.5,3.5,98.5,84.7,98.8,0.4,0.3,14.2,0.6,0.1,1.0,0.2,0.2,0.7,2.9,0.8,4.5,3595.0,573.0,504.0,967,1038,0,46.0,1,20.0,0,3.0,0,0,0,0,0,0,1994-2003
1758,37,123,8.8,Montgomery,North Carolina,NC,42,"frontier status, population size, poverty, age",53,27322,8134,24778,56,9,66,15.5,12.5,16.4,26.4,24.4,32.4,60.2,55.8,63.2,11.7,9.2,13.3,1.7,1.0,2.1,77.4,63.9,97.6,19.7,0.3,35.4,0.7,0.1,2.6,1.8,0.1,1.5,14.1,1.2,46.9,6528.0,861.0,867.0,1565,1766,0,46.0,1,42.0,0,21.0,0,0,0,0,0,0,1994-2003
1759,37,125,5.3,Moore,North Carolina,NC,21,"frontier status, population size, poverty, age",44,81685,53309,92614,117,40,201,12.2,9.8,13.5,22.8,20.6,24.8,55.9,57.7,62.9,18.5,12.6,17.5,2.9,1.7,3.2,82.8,82.8,97.9,14.9,0.4,14.9,0.8,0.1,1.3,0.7,0.3,1.1,5.0,0.8,8.5,10024.0,1742.0,1930.0,4904,5361,0,94.0,1,50.0,1,11.0,0,0,0,0,0,0,1999-2003
1760,37,127,7.8,Nash,North Carolina,NC,20,"frontier status, population size, poverty, age",32,91378,63024,109206,169,34,196,14.2,9.4,13.7,26.3,24.6,28.4,60.4,59.4,64.2,11.6,8.0,12.0,1.6,0.8,2.3,61.7,72.7,96.9,36.4,0.7,21.5,0.6,0.3,8.2,0.7,0.4,1.5,4.2,2.0,13.6,14805.0,2711.0,3104.0,5246,5990,0,63.0,1,62.0,0,31.0,0,0,0,0,0,0,1999-2003
1761,37,129,7.3,New Hanover,North Carolina,NC,14,"frontier status, population size, poverty, age",40,179553,113041,246124,903,80,698,13.4,10.6,13.4,22.9,22.4,26.3,63.9,60.0,65.8,11.6,8.4,12.9,1.6,1.2,2.2,81.2,77.0,95.9,16.3,0.7,20.2,0.4,0.2,1.4,1.1,0.6,4.2,2.7,1.2,11.5,16599.0,3892.0,4522.0,10777,12537,0,261.0,1,65.0,1,20.0,0,0,0,0,0,0,2001-2003
1762,37,131,14.9,Northampton,North Carolina,NC,73,"frontier status, population size, poverty, age, population density",23,21483,12238,24640,40,44,79,20.2,16.4,20.2,24.3,21.7,24.9,57.4,56.5,63.3,15.9,11.8,16.5,2.4,1.7,2.5,40.2,56.6,98.9,58.9,0.3,41.7,0.4,0.1,0.6,0.3,0.2,0.8,0.8,0.5,5.8,5527.0,619.0,886.0,1267,1417,0,16.0,0,35.0,0,9.0,0,0,0,0,0,0,1994-2003
1763,37,133,5.1,Onslow,North Carolina,NC,6,"frontier status, population size, poverty",53,152440,111380,231954,199,43,697,16.7,12.4,16.5,31.7,22.4,29.6,60.9,57.8,62.9,6.8,8.5,16.2,0.6,1.1,2.7,75.8,65.8,95.0,17.8,1.0,30.1,0.9,0.3,1.9,2.2,0.7,3.4,6.3,1.9,21.0,11956.0,3086.0,3377.0,8178,11988,1,152.0,1,72.0,1,45.0,0,0,0,0,0,0,2001-2003
1764,37,135,4.9,Orange,North Carolina,NC,11,"frontier status, population size, poverty, age",44,118386,119015,235272,296,176,492,11.6,6.1,10.9,23.7,22.2,26.0,66.9,61.5,66.9,8.1,8.1,12.0,1.2,1.2,2.2,79.0,82.9,96.0,13.3,1.0,13.3,0.5,0.1,0.7,5.7,0.9,5.1,5.1,1.0,9.3,8943.0,2494.0,2472.0,7082,9387,0,60.0,1,42.0,1,14.0,0,0,0,0,0,0,2001-2003
1765,37,137,5.9,Pamlico,North Carolina,NC,64,"frontier status, population size, poverty, age, population density",41,12735,9340,25391,38,35,46,15.5,12.0,15.7,19.8,19.6,24.3,60.2,58.6,61.6,17.7,12.9,17.7,2.3,1.6,2.9,75.8,87.8,98.8,23.0,0.4,10.8,0.6,0.1,0.9,0.5,0.1,0.5,1.4,0.6,7.8,2304.0,266.0,542.0,793,857,0,33.0,1,19.0,0,5.0,0,0,0,0,0,0,1994-2003
1766,37,139,8.5,Pasquotank,North Carolina,NC,53,"frontier status, population size, poverty, age, population density",27,38270,27274,46428,169,70,154,16.6,17.3,25.8,26.6,22.6,28.8,60.4,58.6,64.3,11.1,8.7,12.9,1.9,1.1,1.8,57.9,43.5,98.3,39.5,0.6,55.7,0.4,0.1,0.4,1.2,0.3,1.4,1.8,0.5,10.1,5630.0,800.0,1335.0,2197,2675,0,18.0,0,39.0,1,14.0,0,0,0,0,0,0,1999-2003
1767,37,141,6.2,Pender,North Carolina,NC,32,"frontier status, population size, poverty, age",37,46429,29918,51327,53,25,310,14.1,12.7,17.8,22.9,20.8,25.4,62.7,60.9,67.2,12.9,8.1,13.9,1.5,1.2,2.0,78.0,71.9,98.0,20.7,0.9,24.1,0.5,0.1,5.4,0.3,0.3,2.1,4.6,0.6,6.7,7485.0,1004.0,1742.0,2783,3112,0,53.0,1,29.0,1,8.0,0,0,0,0,0,0,1999-2003
1768,37,143,4.6,Perquimans,North Carolina,NC,73,"frontier status, population size, poverty, age, population density",23,12080,12238,24640,49,44,79,15.7,16.4,20.2,22.6,21.7,24.9,58.2,56.5,63.3,16.5,11.8,16.5,2.7,1.7,2.5,74.2,56.6,98.9,25.2,0.3,41.7,0.1,0.1,0.6,0.2,0.2,0.8,0.7,0.5,5.8,2378.0,243.0,376.0,728,809,0,12.0,1,18.0,1,4.0,0,0,0,0,0,0,1994-2003
1769,37,145,6.3,Person,North Carolina,NC,28,"frontier status, population size, poverty, age",39,37217,29009,53844,95,30,229,12.5,9.4,13.4,24.9,21.8,26.1,62.0,61.0,66.2,11.5,8.8,13.5,1.6,1.2,2.1,70.4,78.1,97.6,28.3,0.6,20.5,0.6,0.1,0.9,0.2,0.3,2.2,2.4,0.8,6.3,6424.0,1202.0,1157.0,2175,2407,0,19.0,0,22.0,1,4.0,0,0,0,0,0,0,1999-2003
1770,37,147,8.6,Pitt,North Carolina,NC,7,"frontier status, population size, poverty",33,142570,125339,247571,219,37,604,17.5,16.3,20.8,26.7,26.3,31.7,63.6,57.0,61.4,8.4,7.7,13.1,1.3,1.0,1.9,63.4,43.7,93.0,34.1,2.4,52.5,0.3,0.2,5.3,1.2,0.6,3.0,4.1,1.4,54.6,17162.0,4231.0,3812.0,8183,10662,0,33.0,0,78.0,0,74.0,0,0,0,0,0,0,2001-2003
1771,37,149,6.9,Polk,North Carolina,NC,55,"frontier status, population size, poverty, age, population density",47,19134,13849,23507,80,28,87,10.2,6.5,9.8,20.6,20.6,25.5,56.3,57.2,62.6,18.6,12.4,17.1,4.4,2.1,3.6,93.3,93.3,99.1,5.6,0.2,5.6,0.3,0.1,0.6,0.3,0.2,1.5,3.2,0.7,3.6,2737.0,363.0,540.0,1178,1236,0,19.0,0,23.0,0,7.0,0,0,0,0,0,0,1994-2003
1772,37,151,6.3,Randolph,North Carolina,NC,11,"frontier status, population size, poverty, age",44,138367,119015,235272,176,176,492,11.0,6.1,10.9,25.7,22.2,26.0,61.6,61.5,66.9,11.1,8.1,12.0,1.5,1.2,2.2,92.3,82.9,96.0,5.6,1.0,13.3,0.5,0.1,0.7,0.8,0.9,5.1,9.3,1.0,9.3,28061.0,3580.0,3449.0,7996,8944,0,72.0,1,48.0,1,16.0,0,0,0,0,0,0,2001-2003
1773,37,153,8.5,Richmond,North Carolina,NC,33,"frontier status, population size, poverty, age",41,46781,27640,49369,99,20,98,18.6,11.5,16.3,27.6,24.0,31.3,58.8,57.8,63.1,12.0,8.3,12.5,1.6,0.9,2.0,65.5,65.1,97.6,30.9,0.3,33.6,1.9,0.2,6.0,0.8,0.3,2.0,3.9,1.0,27.6,9242.0,1579.0,1701.0,2646,3135,0,70.0,1,40.0,0,16.0,0,0,0,0,0,0,1999-2003
1774,37,155,11.9,Robeson,North Carolina,NC,7,"frontier status, population size, poverty",33,127586,125339,247571,134,37,604,22.4,16.3,20.8,29.9,26.3,31.7,60.0,57.0,61.4,9.1,7.7,13.1,1.0,1.0,1.9,35.5,43.7,93.0,24.3,2.4,52.5,38.5,0.2,5.3,0.6,0.6,3.0,7.3,1.4,54.6,27491.0,3690.0,4929.0,6992,8500,1,161.0,1,71.0,0,67.0,0,0,0,0,0,0,2001-2003
1775,37,157,8.1,Rockingham,North Carolina,NC,21,"frontier status, population size, poverty, age",44,92614,53309,92614,164,40,201,12.9,9.8,13.5,24.0,20.6,24.8,60.9,57.7,62.9,13.1,12.6,17.5,2.0,1.7,3.2,79.1,82.8,97.9,19.6,0.4,14.9,0.3,0.1,1.3,0.4,0.3,1.1,4.4,0.8,8.5,20067.0,3086.0,2990.0,5469,5981,0,30.0,0,60.0,0,14.0,0,0,0,0,0,0,1999-2003
1776,37,159,10.6,Rowan,North Carolina,NC,16,"frontier status, population size, poverty, age",27,135099,118395,277035,264,39,457,12.1,9.7,12.9,25.4,21.3,25.4,60.7,55.3,62.0,11.8,11.8,19.5,2.0,1.9,3.4,82.2,83.5,96.3,15.8,1.0,14.1,0.4,0.1,1.1,0.9,0.4,3.3,5.6,0.8,13.7,23296.0,3709.0,4067.0,7852,8996,0,81.0,1,60.0,1,12.0,0,0,0,1,0,0,2001-2003
1777,37,161,5.3,Rutherford,North Carolina,NC,21,"frontier status, population size, poverty, age",44,63771,53309,92614,113,40,201,15.2,9.8,13.5,24.8,20.6,24.8,59.0,57.7,62.9,13.9,12.6,17.5,2.2,1.7,3.2,87.5,82.8,97.9,11.2,0.4,14.9,0.3,0.1,1.3,0.4,0.3,1.1,2.2,0.8,8.5,13001.0,2579.0,2234.0,3730,4121,1,42.0,1,41.0,1,9.0,0,0,0,0,0,0,1999-2003
